date,AAPL,ABT,AMD,BAC,BBY,BMY,COP,CVX,GE,HD,JNJ,JPM,KO,LLY,MMM,NVDA,PEP,UNH,WMT,XOM,ANET,AVGO,CEG,ETN,SMCI,TSM,VRT,VST,TFC,USB,WFC
2026-01-12,260.2099914550781,124.62999725341795,207.6699981689453,55.16999816894531,67.16999816894531,55.78499984741211,95.4749984741211,162.33999633789062,324.1400146484375,374.9100036621094,209.7400054931641,324.4150085449219,70.4749984741211,1080.75,167.94000244140625,184.8999938964844,141.35000610351562,340.44000244140625,117.97000122070312,123.98999786376952,123.41000366210938,352.2300109863281,335.8099975585937,329.04998779296875,30.1299991607666,331.7900085449219,169.99000549316406,172.55079650878906,50.14419937133789,54.3849983215332,94.98500061035156
2026-01-13,261.04998779296875,124.25499725341795,221.0200042724609,54.38999938964844,67.48500061035156,55.93999862670898,96.44000244140624,163.86000061035156,327.2200012207031,379.8049926757813,213.6699981689453,310.7799987792969,,1076.6500244140625,,185.82000732421875,143.4499969482422,,,126.48999786376952,129.92999267578125,354.5450134277344,333.6099853515625,332.3699951171875,28.61000061035156,,,,,,
2026-01-14,,125.01000213623048,223.52999877929688,52.5099983215332,66.69000244140625,57.02000045776367,,167.32000732421875,318.9800109863281,375.9800109863281,218.58999633789065,,71.43000030517578,,169.97999572753906,183.1699981689453,145.92999267578125,334.95001220703125,120.05999755859376,,125.06999969482422,339.8900146484375,330.1600036621094,331.2200012207031,28.280000686645508,327.1300048828125,170.93499755859375,169.0,49.84000015258789,53.52000045776367,89.25
2026-01-15,258.3299865722656,123.51000213623048,227.8999938964844,52.59000015258789,,56.619998931884766,98.9499969482422,166.19000244140625,,379.1700134277344,,309.3599853515625,70.47000122070312,1032.9300537109375,171.05999755859375,187.13999938964844,146.5500030517578,339.0199890136719,119.23999786376952,129.13999938964844,130.6300048828125,343.0599975585937,341.218994140625,333.45001220703125,29.420000076293945,341.75,172.63999938964844,180.2100067138672,50.29999923706055,53.959999084472656,88.94499969482422
2026-01-16,255.47999572753903,121.7300033569336,231.8000030517578,52.959999084472656,67.76000213623047,55.275001525878906,98.18000030517578,166.27999877929688,325.1499938964844,380.1900024414063,218.67999267578125,312.44000244140625,70.42500305175781,1038.93994140625,167.6999969482422,186.22999572753903,146.30999755859375,331.0474853515625,120.0,129.8800048828125,129.80999755859375,351.7699890136719,307.8900146484375,343.8299865722656,32.650001525878906,342.3999938964844,176.92999267578125,166.6699981689453,49.9900016784668,54.415000915527344,88.37000274658203
2026-01-20,246.67999267578125,121.13999938964844,231.94000244140625,52.10499954223633,65.81999969482422,54.22999954223633,95.5,165.30999755859375,311.8999938964844,375.2300109863281,218.2899932861328,302.8299865722656,71.7699966430664,1041.8699951171875,156.08999633789062,178.2100067138672,147.66000366210938,338.5,118.75,130.47999572753906,127.5199966430664,332.6000061035156,,337.6300048828125,31.420000076293945,327.1199951171875,175.22000122070312,156.80999755859375,49.16999816894531,54.380001068115234,86.6500015258789
2026-01-21,247.6300048828125,120.80500030517578,249.6600036621093,52.09999847412109,66.55000305175781,54.48500061035156,97.13999938964844,166.6999969482422,318.57000732421875,384.6900024414063,218.0800018310547,302.04998779296875,72.01499938964844,1079.3199462890625,,183.33999633789065,146.72999572753906,,,133.6300048828125,127.26000213623048,328.7699890136719,294.29998779296875,337.9800109863281,32.2599983215332,,,,,,
2026-01-22,248.33999633789065,108.5,253.72999572753903,52.42499923706055,67.01000213623047,54.84999847412109,96.79499816894533,166.38999938964844,295.0,381.1199951171875,218.58999633789065,303.6300048828125,71.8949966430664,1087.8499755859375,160.3350067138672,184.8300018310547,144.3800048828125,354.7749938964844,117.8550033569336,133.65499877929688,,325.489990234375,,334.0400085449219,32.459999084472656,327.3500061035156,181.0,160.66000366210938,50.290000915527344,56.18000030517578,88.04000091552734
2026-01-23,247.97000122070312,107.41000366210938,259.6000061035156,51.71730041503906,,54.63999938964844,98.3499984741211,,293.79998779296875,,220.1600036621093,297.7099914550781,72.875,1064.31005859375,162.6999969482422,187.6699981689453,144.57000732421875,356.29998779296875,117.76000213623048,134.9600067138672,136.3300018310547,320.0400085449219,289.0599975585937,331.1700134277344,,334.8699951171875,182.5800018310547,160.13999938964844,49.56499862670898,55.47499847412109,86.95999908447266
2026-01-26,255.4199981689453,108.77999877929688,251.32000732421875,52.02999877929688,66.73999786376953,54.59000015258789,98.43000030517578,167.4250030517578,295.0799865722656,386.4599914550781,221.3999938964844,301.0299987792969,72.58000183105469,1063.0699462890625,,186.38999938964844,145.8699951171875,,,134.85499572753906,143.72000122070312,324.8599853515625,,332.17999267578125,30.780000686645508,,,,,,
2026-01-27,258.2799987792969,108.22000122070312,252.0399932861328,52.15999984741211,65.73999786376953,55.540000915527344,99.86000061035156,169.0399932861328,297.4800109863281,,224.4499969482422,300.29998779296875,73.54499816894531,1038.469970703125,,188.5399932861328,148.77000427246094,,,136.82000732421875,146.67999267578125,332.8099975585937,,,31.200000762939453,,,,,,
2026-01-28,256.44000244140625,106.05500030517578,252.7400054931641,51.790000915527344,65.56999969482422,54.630001068115234,101.38999938964844,169.91000366210938,292.45001220703125,375.2900085449219,227.75,300.69500732421875,73.05000305175781,1023.75,155.94000244140625,191.5399932861328,148.47999572753906,294.0299987792969,116.56999969482422,137.5800018310547,,333.2950134277344,,347.2799987792969,31.209999084472656,342.20001220703125,193.759994506836,165.58999633789062,50.31999969482422,55.7400016784668,88.02999877929688
2026-01-29,258.17498779296875,106.03500366210938,252.08999633789065,53.040000915527344,65.15499877929688,54.27999877929688,102.79000091552734,171.13999938964844,,,,,73.41000366210938,,156.32000732421875,192.42999267578125,148.66000366210938,292.2200012207031,117.37999725341795,,,330.75,,,30.125,339.5599975585937,195.07000732421875,162.5399932861328,51.28499984741211,56.33000183105469,90.5749969482422
2026-01-30,259.4800109863281,109.3249969482422,236.77999877929688,,65.12999725341797,55.04999923706055,104.2300033569336,177.00999450683594,306.7900085449219,374.5899963378906,227.25,305.8900146484375,74.8499984741211,,153.1199951171875,191.2850036621093,153.66000366210938,287.04998779296875,119.18000030517578,141.60000610351562,,331.4200134277344,,351.5199890136719,29.13999938964844,330.6400146484375,186.1300048828125,158.3350067138672,51.435001373291016,56.09999847412109,90.52999877929688
2026-02-02,269.9599914550781,109.41000366210938,246.27999877929688,54.005001068115234,65.9000015258789,55.8849983215332,101.83000183105467,174.1300048828125,,378.1000061035156,230.759994506836,308.1700134277344,75.3499984741211,1043.0899658203125,153.38999938964844,185.69000244140625,155.16000366210938,285.7699890136719,124.05999755859376,138.35000610351562,138.33999633789062,331.1099853515625,,359.4949951171875,29.725000381469727,341.3699951171875,189.97000122070312,154.25,52.65499877929688,57.36000061035156,92.29499816894533
2026-02-03,269.4599914550781,,242.19000244140625,,,,,,309.8099975585937,381.0799865722656,233.07000732421875,314.7699890136719,,,155.6750030517578,180.3300018310547,162.88499450683594,284.07000732421875,127.73999786376952,143.7100067138672,,320.3599853515625,,362.3399963378906,29.752500534057617,335.760009765625,190.07000732421875,153.02000427246094,54.02000045776367,58.70000076293945,92.30999755859376
2026-02-04,276.4599914550781,108.16999816894533,200.4600067138672,55.40999984741211,68.51000213623047,57.6349983215332,,181.2100067138672,308.3349914550781,387.1700134277344,234.44000244140625,317.2300109863281,77.30999755859375,1107.31005859375,,174.1999969482422,166.24000549316406,,,147.55999755859375,130.30999755859375,307.8500061035156,,364.9100036621094,33.72999954223633,,,,,,
2026-02-05,275.9200134277344,109.08999633789062,192.4900054931641,54.915000915527344,68.1500015258789,59.470001220703125,104.93000030517578,179.19000244140625,,382.3500061035156,237.7400054931641,310.1300048828125,78.50499725341797,1019.97998046875,,171.82000732421875,167.5,,,145.97999572753906,,310.4800109863281,,354.6499938964844,30.850000381469727,,,,,,
2026-02-06,278.0799865722656,110.83999633789062,208.32000732421875,56.54499816894531,70.41000366210938,61.93999862670898,107.61000061035156,180.72999572753903,320.8349914550781,385.25,240.009994506836,,79.03990173339844,1057.8900146484375,172.59500122070312,185.4100036621093,170.47000122070312,276.4800109863281,131.19000244140625,149.02999877929688,137.49000549316406,332.9200134277344,,373.6900024414063,34.345001220703125,348.8399963378906,195.6199951171875,149.6699981689453,55.79999923706055,60.70000076293945,93.93000030517578
2026-02-09,274.5400085449219,,215.8000030517578,,,,,,,380.9500122070313,238.5599975585937,322.0400085449219,,1044.3399658203125,,189.7899932861328,166.47999572753906,,,151.1300048828125,,343.7699890136719,272.1600036621094,376.9299926757813,,,,,,,
2026-02-10,273.7900085449219,,213.6199951171875,,,,,,316.2749938964844,389.6199951171875,238.3000030517578,318.0899963378906,,1024.800048828125,,188.6100006103516,166.96499633789062,,,151.55999755859375,,340.42498779296875,271.19000244140625,377.489990234375,,,,,,,
2026-02-11,,,213.4900054931641,53.83000183105469,67.05000305175781,59.915000915527344,111.19000244140624,,313.7799987792969,390.55999755859375,240.8300018310547,310.7900085449219,78.5999984741211,1014.6400146484376,,190.02999877929688,169.14999389648438,,,155.55499267578125,140.6999969482422,342.5799865722656,,396.1000061035156,32.04999923706055,,,,,,
2026-02-12,261.5899963378906,,205.9199981689453,,,,,,312.8599853515625,390.2200012207031,244.5500030517578,302.5799865722656,,,,186.9100036621093,167.24000549316406,,,149.9199981689453,,331.04998779296875,,,,,,,,,
2026-02-13,255.82000732421875,112.61000061035156,207.3000030517578,52.525001525878906,65.80999755859375,60.720001220703125,111.44000244140624,183.69500732421875,315.3399963378906,391.05999755859375,243.42999267578125,,78.66000366210938,1040.4100341796875,171.80999755859375,182.7850036621093,165.92999267578125,293.17999267578125,133.89999389648438,148.41000366210938,141.52000427246094,325.1099853515625,,389.1799926757813,30.559999465942383,366.2200012207031,234.6300048828125,171.49000549316406,51.88999938964844,57.685001373291016,86.94499969482422
2026-02-17,263.75,112.27999877929688,203.0449981689453,52.75,,60.35499954223633,108.81999969482422,,327.0863952636719,383.1000061035156,243.38999938964844,307.20001220703125,79.59500122070312,1036.43994140625,,184.97999572753903,161.8800048828125,,,146.2100067138672,142.60000610351562,332.6199951171875,,391.5700073242188,30.1200008392334,,,,,,
2026-02-18,264.32000732421875,,200.1100006103516,,,,,,329.45001220703125,383.3999938964844,244.92999267578125,308.7699890136719,,1020.1599731445312,,187.88999938964844,164.375,,,150.63999938964844,,333.4800109863281,,380.3399963378906,,,,,,,
2026-02-19,260.510009765625,112.19000244140624,203.3500061035156,52.76499938964844,66.29000091552734,,111.59500122070312,184.9100036621093,334.6700134277344,378.5299987792969,246.8999938964844,308.0799865722656,,1023.260009765625,,187.88999938964844,164.60000610351562,,,150.94000244140625,,,,,32.16999816894531,,,,,,
2026-02-20,264.5899963378906,112.20999908447266,200.1199951171875,53.08000183105469,,,110.54499816894533,183.9250030517578,343.2099914550781,382.2799987792969,242.509994506836,310.8699951171875,79.83999633789062,1010.1599731445312,167.0800018310547,189.8300018310547,164.94000244140625,290.0899963378906,123.00499725341795,147.3000030517578,132.7899932861328,332.5899963378906,,,,370.5249938964844,243.8800048828125,171.3800048828125,52.33000183105469,58.67499923706055,88.69999694824219
2026-02-23,266.3900146484375,,196.58999633789065,,,,,,339.0199890136719,377.0,245.83999633789065,297.7200012207031,,1058.510009765625,,191.6100006103516,168.3300018310547,,,150.8300018310547,,330.3900146484375,,362.1499938964844,,,,,,,
2026-02-24,272.1700134277344,114.56999969482422,213.72999572753903,50.40499877929688,62.73500061035156,61.59999847412109,110.62000274658205,185.35499572753903,,384.4800109863281,246.27999877929688,,80.72000122070312,1042.5999755859375,,192.8699951171875,169.5469970703125,,,149.3000030517578,128.72000122070312,325.44000244140625,,374.5299987792969,31.1299991607666,,,,,,
2026-02-25,274.17999267578125,,210.8600006103516,,,,,,342.8900146484375,375.5700073242188,245.17999267578125,303.3599853515625,,1029.5400390625,,195.8800048828125,169.19000244140625,,,149.05999755859375,,332.3099975585937,,373.5299987792969,,,,,,,
2026-02-26,272.989990234375,,203.6699981689453,,,,,,,,243.47999572753903,306.1199951171875,,1022.1099853515624,,184.8999938964844,167.55999755859375,,,,,321.70001220703125,,374.6099853515625,,,,,,,
2026-02-27,264.1700134277344,116.30999755859376,200.19000244140625,49.80500030517578,61.97999954223633,62.36000061035156,113.45500183105467,186.75,342.0299987792969,380.6700134277344,,299.9200134277344,81.55000305175781,1051.7099609375,165.27000427246094,177.16000366210938,169.72999572753906,293.32501220703125,127.91000366210938,152.59500122070312,133.46499633789062,319.6199951171875,,,32.3849983215332,374.5799865722656,254.7899932861328,173.8300018310547,49.33000183105469,54.6349983215332,81.42500305175781
2026-03-02,264.6000061035156,,,,,,,,345.6300048828125,370.6600036621094,248.47000122070312,297.5400085449219,,1017.6599731445312,,182.3600006103516,167.24000549316406,,,154.19000244140625,,318.6499938964844,,377.3900146484375,,,,,,,
2026-03-03,263.6889953613281,,190.97000122070312,,,,,,334.6000061035156,366.1675109863281,246.82000732421875,300.385009765625,,1005.2999877929688,158.52000427246094,180.0800018310547,164.89999389648438,289.1700134277344,127.9000015258789,151.3000030517578,,,,354.6600036621094,,353.3900146484375,244.5800018310547,161.69000244140625,49.310001373291016,53.98500061035156,82.52999877929688
2026-03-04,262.45001220703125,,202.0599975585937,,,,,,339.739990234375,369.0700073242188,245.19000244140625,299.2099914550781,,1003.3200073242188,,182.9100036621093,163.89999389648438,,,149.77999877929688,,316.9700012207031,,354.45001220703125,,,,,,,
2026-03-05,260.260009765625,,199.4600067138672,,,,,,326.9599914550781,361.6400146484375,,293.45001220703125,,982.9099731445312,156.1999969482422,183.3300018310547,160.6999969482422,288.6499938964844,123.31999969482422,150.74000549316406,,332.625,,354.6300048828125,,353.8800048828125,249.6999969482422,167.38999938964844,48.46500015258789,53.880001068115234,82.11000061035156
2026-03-06,257.44000244140625,109.0,,48.61000061035156,66.66000366210938,60.275001525878906,117.06999969482422,189.8800048828125,323.07000732421875,357.94000244140625,240.38999938964844,289.3599853515625,77.05000305175781,989.8400268554688,153.41000366210938,177.69000244140625,159.41000366210938,286.4700012207031,123.77999877929688,151.13999938964844,132.8699951171875,330.4200134277344,,347.79998779296875,31.31999969482422,338.8599853515625,241.7449951171875,158.5800018310547,46.47999954223633,52.36000061035156,80.4000015258789
2026-03-09,259.8900146484375,,202.72999572753903,,,,,,321.8999938964844,353.5799865722656,242.58999633789065,289.9100036621094,,1008.4099731445312,151.63499450683594,182.67999267578125,161.52999877929688,285.0400085449219,124.31999969482422,150.4250030517578,,,,353.9599914550781,,348.739990234375,264.739990234375,163.63999938964844,46.7599983215332,52.130001068115234,78.84500122070312
2026-03-10,260.7200012207031,,203.2400054931641,,,,,,326.625,357.1700134277344,243.6999969482422,288.70001220703125,,1001.3300170898438,,184.759994506836,160.77999877929688,,,148.125,,342.6000061035156,,361.0700073242188,,,,,,,
